id,vertical,sector,macro_theme,problem_title,severity_score,urgency_score,frequency_score,opportunity_score,ai_fit_score,solution_direction
fitness--refund_delay,Fitness and Wellness,lifestyle,payments,Users cannot predict when Fitness and Wellness refunds will actually arrive,76,70,81,77,77,"Refund timelines, bank-status translation, and self-serve refund intelligence."
fitness--billing_confusion,Fitness and Wellness,lifestyle,payments,"Users do not understand Fitness and Wellness charges, renewals, or fee structure",77,73,84,79,79,"Explainable billing, charge provenance, and proactive anomaly notices."
fitness--subscription_cancellation,Fitness and Wellness,lifestyle,payments,Users cannot cancel or downgrade Fitness and Wellness subscriptions cleanly,71,69,80,73,72,"Transparent offboarding, downgrade alternatives, and friction analytics."
fitness--account_takeover,Fitness and Wellness,lifestyle,identity,Users lose access to Fitness and Wellness accounts through takeover or session theft,89,90,74,86,69,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
fitness--password_reset_pain,Fitness and Wellness,lifestyle,identity,Users hit dead ends in Fitness and Wellness password reset and recovery flows,69,72,82,75,74,"Adaptive recovery routing, identity proofing, and state-aware help flows."
fitness--otp_mfa_fatigue,Fitness and Wellness,lifestyle,identity,Users in Fitness and Wellness face OTP and MFA fatigue without feeling truly protected,75,69,72,74,67,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
fitness--support_wait_time,Fitness and Wellness,lifestyle,support,Users cannot reach useful human support quickly in Fitness and Wellness,77,71,87,79,80,"Intent-aware routing, better escalation triggers, and queue transparency."
fitness--self_service_failure,Fitness and Wellness,lifestyle,support,Users try self-service in Fitness and Wellness but still end up stuck,73,71,88,78,86,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
fitness--ai_handoff_gap,Fitness and Wellness,lifestyle,support,Users in Fitness and Wellness get trapped between AI help and human help,76,78,81,80,92,"Conversation memory, escalation contracts, and bot-to-human state transfer."
fitness--feedback_void,Fitness and Wellness,lifestyle,support,Users report problems in Fitness and Wellness but feel nothing changes,65,65,76,70,70,Closed-loop feedback orchestration and action-trace dashboards.
fitness--privacy_transparency_gap,Fitness and Wellness,lifestyle,privacy,Users do not understand how Fitness and Wellness uses personal data,70,62,78,73,71,"Plain-language data notices, purpose-level controls, and permission history."
fitness--onboarding_dropoff,Fitness and Wellness,lifestyle,conversion,Users abandon Fitness and Wellness onboarding before seeing value,68,65,85,75,78,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
fitness--checkout_abandonment,Fitness and Wellness,lifestyle,conversion,Users in Fitness and Wellness abandon checkout when trust or cost changes too late,74,72,83,79,76,"Transparent checkout, pre-verified totals, and trust-state messaging."
fitness--hidden_fees,Fitness and Wellness,lifestyle,payments,Users discover hidden or confusing fees in Fitness and Wellness too late,72,71,77,75,70,"Price breakdowns, fee explainers, and cost-delta warnings."
fitness--official_channel_confusion,Fitness and Wellness,lifestyle,trust,Users cannot tell which Fitness and Wellness channels are official and safe,84,88,80,83,62,"Official-channel registries, signed notifications, and trust-verification UX."
fitness--knowledge_fragmentation,Fitness and Wellness,lifestyle,support,"Users in Fitness and Wellness get contradictory answers across help content, AI, and agents",69,63,75,71,84,"Unified knowledge graph, answer verification, and source-aware support systems."
fitness--identity_proofing_friction,Fitness and Wellness,lifestyle,identity,Legitimate users in Fitness and Wellness fail identity proofing while fraudsters still slip through,80,75,69,78,73,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
beauty--imposter_scam,Beauty Commerce,lifestyle,fraud,Users cannot tell real Beauty Commerce outreach from imposter scams,92,83,88,87,60,"Trust verification layer, message provenance, and outbound notice registry."
beauty--social_media_scam,Beauty Commerce,lifestyle,fraud,Users get pulled from social feeds into fake Beauty Commerce offers,89,84,93,87,55,"Link reputation, seller verification, and ad-to-checkout risk scoring."
beauty--deepfake_voice_fraud,Beauty Commerce,lifestyle,fraud,Users are vulnerable to deepfake or voice-clone fraud in Beauty Commerce,93,90,74,87,49,"Out-of-band verification, secure callback flows, and synthetic-media detection."
beauty--phishing_login_flow,Beauty Commerce,lifestyle,identity,Users are tricked into phishing flows that mimic official Beauty Commerce login pages,94,94,81,89,54,"Phishing-resistant authentication, origin validation, and login anomaly detection."
beauty--job_opportunity_trap,Beauty Commerce,lifestyle,fraud,Users chasing Beauty Commerce opportunities fall into fake jobs or business offers,86,89,79,84,57,"Listing verification, recruiter proofing, and payout-safe workflows."
beauty--rental_listing_fraud,Beauty Commerce,lifestyle,fraud,Users searching Beauty Commerce listings cannot tell fake inventory from real supply,85,76,73,79,53,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
beauty--investment_scam,Beauty Commerce,lifestyle,fraud,Users are lured into fake Beauty Commerce investment or yield schemes,96,88,68,85,46,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
beauty--seller_trust_gap,Beauty Commerce,lifestyle,marketplace,Users do not trust whether a Beauty Commerce seller or provider is real,82,79,86,83,62,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
beauty--fake_reviews,Beauty Commerce,lifestyle,trust,"Users cannot trust reviews, ratings, or testimonials in Beauty Commerce",76,72,89,79,67,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
beauty--delivery_confusion,Beauty Commerce,lifestyle,operations,Users struggle to understand real delivery status in Beauty Commerce,74,72,88,77,70,"Verified status feeds, exception alerts, and unified tracking UX."
beauty--refund_delay,Beauty Commerce,lifestyle,payments,Users cannot predict when Beauty Commerce refunds will actually arrive,78,70,84,79,72,"Refund timelines, bank-status translation, and self-serve refund intelligence."
beauty--billing_confusion,Beauty Commerce,lifestyle,payments,"Users do not understand Beauty Commerce charges, renewals, or fee structure",80,73,87,81,74,"Explainable billing, charge provenance, and proactive anomaly notices."
beauty--subscription_cancellation,Beauty Commerce,lifestyle,payments,Users cannot cancel or downgrade Beauty Commerce subscriptions cleanly,74,69,82,74,68,"Transparent offboarding, downgrade alternatives, and friction analytics."
beauty--account_takeover,Beauty Commerce,lifestyle,identity,Users lose access to Beauty Commerce accounts through takeover or session theft,92,90,76,87,65,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
beauty--password_reset_pain,Beauty Commerce,lifestyle,identity,Users hit dead ends in Beauty Commerce password reset and recovery flows,72,72,85,77,70,"Adaptive recovery routing, identity proofing, and state-aware help flows."
beauty--otp_mfa_fatigue,Beauty Commerce,lifestyle,identity,Users in Beauty Commerce face OTP and MFA fatigue without feeling truly protected,77,69,74,75,63,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
beauty--support_wait_time,Beauty Commerce,lifestyle,support,Users cannot reach useful human support quickly in Beauty Commerce,79,71,90,81,75,"Intent-aware routing, better escalation triggers, and queue transparency."
beauty--self_service_failure,Beauty Commerce,lifestyle,support,Users try self-service in Beauty Commerce but still end up stuck,75,71,91,79,81,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
beauty--ai_handoff_gap,Beauty Commerce,lifestyle,support,Users in Beauty Commerce get trapped between AI help and human help,78,78,83,81,86,"Conversation memory, escalation contracts, and bot-to-human state transfer."
beauty--feedback_void,Beauty Commerce,lifestyle,support,Users report problems in Beauty Commerce but feel nothing changes,68,65,78,71,66,Closed-loop feedback orchestration and action-trace dashboards.
beauty--privacy_transparency_gap,Beauty Commerce,lifestyle,privacy,Users do not understand how Beauty Commerce uses personal data,73,62,80,74,67,"Plain-language data notices, purpose-level controls, and permission history."
beauty--onboarding_dropoff,Beauty Commerce,lifestyle,conversion,Users abandon Beauty Commerce onboarding before seeing value,71,65,88,77,73,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
beauty--checkout_abandonment,Beauty Commerce,lifestyle,conversion,Users in Beauty Commerce abandon checkout when trust or cost changes too late,76,72,86,81,71,"Transparent checkout, pre-verified totals, and trust-state messaging."
beauty--hidden_fees,Beauty Commerce,lifestyle,payments,Users discover hidden or confusing fees in Beauty Commerce too late,74,71,79,76,66,"Price breakdowns, fee explainers, and cost-delta warnings."
beauty--official_channel_confusion,Beauty Commerce,lifestyle,trust,Users cannot tell which Beauty Commerce channels are official and safe,87,88,82,85,58,"Official-channel registries, signed notifications, and trust-verification UX."
beauty--knowledge_fragmentation,Beauty Commerce,lifestyle,support,"Users in Beauty Commerce get contradictory answers across help content, AI, and agents",72,63,77,73,79,"Unified knowledge graph, answer verification, and source-aware support systems."
beauty--identity_proofing_friction,Beauty Commerce,lifestyle,identity,Legitimate users in Beauty Commerce fail identity proofing while fraudsters still slip through,83,75,71,79,69,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
consumer_electronics--imposter_scam,Consumer Electronics,retail,fraud,Users cannot tell real Consumer Electronics outreach from imposter scams,95,83,81,87,62,"Trust verification layer, message provenance, and outbound notice registry."
consumer_electronics--social_media_scam,Consumer Electronics,retail,fraud,Users get pulled from social feeds into fake Consumer Electronics offers,92,84,86,87,57,"Link reputation, seller verification, and ad-to-checkout risk scoring."
consumer_electronics--deepfake_voice_fraud,Consumer Electronics,retail,fraud,Users are vulnerable to deepfake or voice-clone fraud in Consumer Electronics,96,90,68,87,50,"Out-of-band verification, secure callback flows, and synthetic-media detection."
consumer_electronics--phishing_login_flow,Consumer Electronics,retail,identity,Users are tricked into phishing flows that mimic official Consumer Electronics login pages,97,94,75,89,55,"Phishing-resistant authentication, origin validation, and login anomaly detection."
consumer_electronics--job_opportunity_trap,Consumer Electronics,retail,fraud,Users chasing Consumer Electronics opportunities fall into fake jobs or business offers,89,89,73,84,59,"Listing verification, recruiter proofing, and payout-safe workflows."
consumer_electronics--rental_listing_fraud,Consumer Electronics,retail,fraud,Users searching Consumer Electronics listings cannot tell fake inventory from real supply,88,76,67,79,54,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
consumer_electronics--investment_scam,Consumer Electronics,retail,fraud,Users are lured into fake Consumer Electronics investment or yield schemes,99,88,63,85,48,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
consumer_electronics--seller_trust_gap,Consumer Electronics,retail,marketplace,Users do not trust whether a Consumer Electronics seller or provider is real,85,79,79,82,64,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
consumer_electronics--fake_reviews,Consumer Electronics,retail,trust,"Users cannot trust reviews, ratings, or testimonials in Consumer Electronics",79,72,82,79,69,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
consumer_electronics--delivery_confusion,Consumer Electronics,retail,operations,Users struggle to understand real delivery status in Consumer Electronics,77,72,81,77,73,"Verified status feeds, exception alerts, and unified tracking UX."
consumer_electronics--refund_delay,Consumer Electronics,retail,payments,Users cannot predict when Consumer Electronics refunds will actually arrive,81,70,77,78,75,"Refund timelines, bank-status translation, and self-serve refund intelligence."
consumer_electronics--billing_confusion,Consumer Electronics,retail,payments,"Users do not understand Consumer Electronics charges, renewals, or fee structure",83,73,80,80,77,"Explainable billing, charge provenance, and proactive anomaly notices."
consumer_electronics--subscription_cancellation,Consumer Electronics,retail,payments,Users cannot cancel or downgrade Consumer Electronics subscriptions cleanly,76,69,75,74,70,"Transparent offboarding, downgrade alternatives, and friction analytics."
consumer_electronics--account_takeover,Consumer Electronics,retail,identity,Users lose access to Consumer Electronics accounts through takeover or session theft,95,90,70,87,67,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
consumer_electronics--password_reset_pain,Consumer Electronics,retail,identity,Users hit dead ends in Consumer Electronics password reset and recovery flows,74,72,78,76,72,"Adaptive recovery routing, identity proofing, and state-aware help flows."
consumer_electronics--otp_mfa_fatigue,Consumer Electronics,retail,identity,Users in Consumer Electronics face OTP and MFA fatigue without feeling truly protected,80,69,68,75,65,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
consumer_electronics--support_wait_time,Consumer Electronics,retail,support,Users cannot reach useful human support quickly in Consumer Electronics,82,71,83,80,78,"Intent-aware routing, better escalation triggers, and queue transparency."
consumer_electronics--self_service_failure,Consumer Electronics,retail,support,Users try self-service in Consumer Electronics but still end up stuck,78,71,84,79,83,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
consumer_electronics--ai_handoff_gap,Consumer Electronics,retail,support,Users in Consumer Electronics get trapped between AI help and human help,81,78,76,81,89,"Conversation memory, escalation contracts, and bot-to-human state transfer."
consumer_electronics--feedback_void,Consumer Electronics,retail,support,Users report problems in Consumer Electronics but feel nothing changes,70,65,72,71,68,Closed-loop feedback orchestration and action-trace dashboards.
consumer_electronics--privacy_transparency_gap,Consumer Electronics,retail,privacy,Users do not understand how Consumer Electronics uses personal data,75,62,74,73,69,"Plain-language data notices, purpose-level controls, and permission history."
consumer_electronics--onboarding_dropoff,Consumer Electronics,retail,conversion,Users abandon Consumer Electronics onboarding before seeing value,73,65,81,76,76,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
consumer_electronics--checkout_abandonment,Consumer Electronics,retail,conversion,Users in Consumer Electronics abandon checkout when trust or cost changes too late,79,72,79,80,74,"Transparent checkout, pre-verified totals, and trust-state messaging."
consumer_electronics--hidden_fees,Consumer Electronics,retail,payments,Users discover hidden or confusing fees in Consumer Electronics too late,77,71,73,76,68,"Price breakdowns, fee explainers, and cost-delta warnings."
consumer_electronics--official_channel_confusion,Consumer Electronics,retail,trust,Users cannot tell which Consumer Electronics channels are official and safe,90,88,75,84,60,"Official-channel registries, signed notifications, and trust-verification UX."
consumer_electronics--knowledge_fragmentation,Consumer Electronics,retail,support,"Users in Consumer Electronics get contradictory answers across help content, AI, and agents",74,63,71,72,81,"Unified knowledge graph, answer verification, and source-aware support systems."
consumer_electronics--identity_proofing_friction,Consumer Electronics,retail,identity,Legitimate users in Consumer Electronics fail identity proofing while fraudsters still slip through,86,75,65,79,71,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
auto_retail--imposter_scam,Auto Retail,retail,fraud,Users cannot tell real Auto Retail outreach from imposter scams,99,83,83,88,64,"Trust verification layer, message provenance, and outbound notice registry."
auto_retail--social_media_scam,Auto Retail,retail,fraud,Users get pulled from social feeds into fake Auto Retail offers,96,84,88,88,59,"Link reputation, seller verification, and ad-to-checkout risk scoring."
auto_retail--deepfake_voice_fraud,Auto Retail,retail,fraud,Users are vulnerable to deepfake or voice-clone fraud in Auto Retail,100,90,70,88,52,"Out-of-band verification, secure callback flows, and synthetic-media detection."
auto_retail--phishing_login_flow,Auto Retail,retail,identity,Users are tricked into phishing flows that mimic official Auto Retail login pages,100,94,77,90,57,"Phishing-resistant authentication, origin validation, and login anomaly detection."
auto_retail--job_opportunity_trap,Auto Retail,retail,fraud,Users chasing Auto Retail opportunities fall into fake jobs or business offers,92,89,75,85,61,"Listing verification, recruiter proofing, and payout-safe workflows."
auto_retail--rental_listing_fraud,Auto Retail,retail,fraud,Users searching Auto Retail listings cannot tell fake inventory from real supply,91,76,69,80,56,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
auto_retail--investment_scam,Auto Retail,retail,fraud,Users are lured into fake Auto Retail investment or yield schemes,100,88,64,85,49,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
auto_retail--seller_trust_gap,Auto Retail,retail,marketplace,Users do not trust whether a Auto Retail seller or provider is real,88,79,81,84,66,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
auto_retail--fake_reviews,Auto Retail,retail,trust,"Users cannot trust reviews, ratings, or testimonials in Auto Retail",82,72,84,80,71,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
auto_retail--delivery_confusion,Auto Retail,retail,operations,Users struggle to understand real delivery status in Auto Retail,80,72,83,79,75,"Verified status feeds, exception alerts, and unified tracking UX."
auto_retail--refund_delay,Auto Retail,retail,payments,Users cannot predict when Auto Retail refunds will actually arrive,84,70,79,80,77,"Refund timelines, bank-status translation, and self-serve refund intelligence."
auto_retail--billing_confusion,Auto Retail,retail,payments,"Users do not understand Auto Retail charges, renewals, or fee structure",86,73,82,82,79,"Explainable billing, charge provenance, and proactive anomaly notices."
auto_retail--subscription_cancellation,Auto Retail,retail,payments,Users cannot cancel or downgrade Auto Retail subscriptions cleanly,79,69,77,75,72,"Transparent offboarding, downgrade alternatives, and friction analytics."
auto_retail--account_takeover,Auto Retail,retail,identity,Users lose access to Auto Retail accounts through takeover or session theft,99,90,72,89,69,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
auto_retail--password_reset_pain,Auto Retail,retail,identity,Users hit dead ends in Auto Retail password reset and recovery flows,77,72,80,77,74,"Adaptive recovery routing, identity proofing, and state-aware help flows."
auto_retail--otp_mfa_fatigue,Auto Retail,retail,identity,Users in Auto Retail face OTP and MFA fatigue without feeling truly protected,83,69,70,76,67,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
auto_retail--support_wait_time,Auto Retail,retail,support,Users cannot reach useful human support quickly in Auto Retail,85,71,85,82,80,"Intent-aware routing, better escalation triggers, and queue transparency."
auto_retail--self_service_failure,Auto Retail,retail,support,Users try self-service in Auto Retail but still end up stuck,81,71,86,80,86,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
auto_retail--ai_handoff_gap,Auto Retail,retail,support,Users in Auto Retail get trapped between AI help and human help,84,78,78,82,92,"Conversation memory, escalation contracts, and bot-to-human state transfer."
auto_retail--feedback_void,Auto Retail,retail,support,Users report problems in Auto Retail but feel nothing changes,72,65,74,72,70,Closed-loop feedback orchestration and action-trace dashboards.
auto_retail--privacy_transparency_gap,Auto Retail,retail,privacy,Users do not understand how Auto Retail uses personal data,78,62,76,75,71,"Plain-language data notices, purpose-level controls, and permission history."
auto_retail--onboarding_dropoff,Auto Retail,retail,conversion,Users abandon Auto Retail onboarding before seeing value,76,65,83,78,78,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
auto_retail--checkout_abandonment,Auto Retail,retail,conversion,Users in Auto Retail abandon checkout when trust or cost changes too late,82,72,81,82,76,"Transparent checkout, pre-verified totals, and trust-state messaging."
auto_retail--hidden_fees,Auto Retail,retail,payments,Users discover hidden or confusing fees in Auto Retail too late,80,71,75,77,70,"Price breakdowns, fee explainers, and cost-delta warnings."
auto_retail--official_channel_confusion,Auto Retail,retail,trust,Users cannot tell which Auto Retail channels are official and safe,93,88,77,86,62,"Official-channel registries, signed notifications, and trust-verification UX."
auto_retail--knowledge_fragmentation,Auto Retail,retail,support,"Users in Auto Retail get contradictory answers across help content, AI, and agents",77,63,73,73,84,"Unified knowledge graph, answer verification, and source-aware support systems."
auto_retail--identity_proofing_friction,Auto Retail,retail,identity,Legitimate users in Auto Retail fail identity proofing while fraudsters still slip through,89,75,67,81,73,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
local_retail--imposter_scam,Local Retail,retail,fraud,Users cannot tell real Local Retail outreach from imposter scams,79,83,85,82,60,"Trust verification layer, message provenance, and outbound notice registry."
local_retail--social_media_scam,Local Retail,retail,fraud,Users get pulled from social feeds into fake Local Retail offers,76,84,90,82,55,"Link reputation, seller verification, and ad-to-checkout risk scoring."
local_retail--deepfake_voice_fraud,Local Retail,retail,fraud,Users are vulnerable to deepfake or voice-clone fraud in Local Retail,80,90,72,82,49,"Out-of-band verification, secure callback flows, and synthetic-media detection."
local_retail--phishing_login_flow,Local Retail,retail,identity,Users are tricked into phishing flows that mimic official Local Retail login pages,81,94,79,84,54,"Phishing-resistant authentication, origin validation, and login anomaly detection."
local_retail--job_opportunity_trap,Local Retail,retail,fraud,Users chasing Local Retail opportunities fall into fake jobs or business offers,74,89,77,80,57,"Listing verification, recruiter proofing, and payout-safe workflows."
local_retail--rental_listing_fraud,Local Retail,retail,fraud,Users searching Local Retail listings cannot tell fake inventory from real supply,73,76,71,74,53,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
local_retail--investment_scam,Local Retail,retail,fraud,Users are lured into fake Local Retail investment or yield schemes,82,88,66,80,46,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
local_retail--seller_trust_gap,Local Retail,retail,marketplace,Users do not trust whether a Local Retail seller or provider is real,71,79,83,78,62,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
local_retail--fake_reviews,Local Retail,retail,trust,"Users cannot trust reviews, ratings, or testimonials in Local Retail",66,72,86,75,67,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
local_retail--delivery_confusion,Local Retail,retail,operations,Users struggle to understand real delivery status in Local Retail,64,72,85,73,70,"Verified status feeds, exception alerts, and unified tracking UX."
local_retail--refund_delay,Local Retail,retail,payments,Users cannot predict when Local Retail refunds will actually arrive,67,70,81,74,72,"Refund timelines, bank-status translation, and self-serve refund intelligence."
local_retail--billing_confusion,Local Retail,retail,payments,"Users do not understand Local Retail charges, renewals, or fee structure",69,73,84,76,74,"Explainable billing, charge provenance, and proactive anomaly notices."
local_retail--subscription_cancellation,Local Retail,retail,payments,Users cannot cancel or downgrade Local Retail subscriptions cleanly,63,69,80,70,68,"Transparent offboarding, downgrade alternatives, and friction analytics."
local_retail--account_takeover,Local Retail,retail,identity,Users lose access to Local Retail accounts through takeover or session theft,79,90,74,82,65,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
local_retail--password_reset_pain,Local Retail,retail,identity,Users hit dead ends in Local Retail password reset and recovery flows,61,72,82,72,70,"Adaptive recovery routing, identity proofing, and state-aware help flows."
local_retail--otp_mfa_fatigue,Local Retail,retail,identity,Users in Local Retail face OTP and MFA fatigue without feeling truly protected,66,69,72,71,63,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
local_retail--support_wait_time,Local Retail,retail,support,Users cannot reach useful human support quickly in Local Retail,68,71,87,76,75,"Intent-aware routing, better escalation triggers, and queue transparency."
local_retail--self_service_failure,Local Retail,retail,support,Users try self-service in Local Retail but still end up stuck,65,71,88,75,81,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
local_retail--ai_handoff_gap,Local Retail,retail,support,Users in Local Retail get trapped between AI help and human help,67,78,81,77,86,"Conversation memory, escalation contracts, and bot-to-human state transfer."
local_retail--feedback_void,Local Retail,retail,support,Users report problems in Local Retail but feel nothing changes,58,65,76,67,66,Closed-loop feedback orchestration and action-trace dashboards.
local_retail--privacy_transparency_gap,Local Retail,retail,privacy,Users do not understand how Local Retail uses personal data,62,62,78,70,67,"Plain-language data notices, purpose-level controls, and permission history."
local_retail--onboarding_dropoff,Local Retail,retail,conversion,Users abandon Local Retail onboarding before seeing value,60,65,85,73,73,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
local_retail--checkout_abandonment,Local Retail,retail,conversion,Users in Local Retail abandon checkout when trust or cost changes too late,66,72,83,77,71,"Transparent checkout, pre-verified totals, and trust-state messaging."
local_retail--hidden_fees,Local Retail,retail,payments,Users discover hidden or confusing fees in Local Retail too late,64,71,77,72,66,"Price breakdowns, fee explainers, and cost-delta warnings."
local_retail--official_channel_confusion,Local Retail,retail,trust,Users cannot tell which Local Retail channels are official and safe,75,88,80,80,58,"Official-channel registries, signed notifications, and trust-verification UX."
local_retail--knowledge_fragmentation,Local Retail,retail,support,"Users in Local Retail get contradictory answers across help content, AI, and agents",61,63,75,68,79,"Unified knowledge graph, answer verification, and source-aware support systems."
local_retail--identity_proofing_friction,Local Retail,retail,identity,Legitimate users in Local Retail fail identity proofing while fraudsters still slip through,71,75,69,75,69,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
nonprofit--imposter_scam,Nonprofit Giving,civic,fraud,Users cannot tell real Nonprofit Giving outreach from imposter scams,82,83,88,84,62,"Trust verification layer, message provenance, and outbound notice registry."
nonprofit--social_media_scam,Nonprofit Giving,civic,fraud,Users get pulled from social feeds into fake Nonprofit Giving offers,80,84,93,84,57,"Link reputation, seller verification, and ad-to-checkout risk scoring."
nonprofit--deepfake_voice_fraud,Nonprofit Giving,civic,fraud,Users are vulnerable to deepfake or voice-clone fraud in Nonprofit Giving,83,90,74,84,50,"Out-of-band verification, secure callback flows, and synthetic-media detection."
nonprofit--phishing_login_flow,Nonprofit Giving,civic,identity,Users are tricked into phishing flows that mimic official Nonprofit Giving login pages,84,94,81,86,55,"Phishing-resistant authentication, origin validation, and login anomaly detection."
nonprofit--job_opportunity_trap,Nonprofit Giving,civic,fraud,Users chasing Nonprofit Giving opportunities fall into fake jobs or business offers,77,89,79,81,59,"Listing verification, recruiter proofing, and payout-safe workflows."
nonprofit--rental_listing_fraud,Nonprofit Giving,civic,fraud,Users searching Nonprofit Giving listings cannot tell fake inventory from real supply,76,76,73,76,54,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
nonprofit--investment_scam,Nonprofit Giving,civic,fraud,Users are lured into fake Nonprofit Giving investment or yield schemes,86,88,68,81,48,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
nonprofit--seller_trust_gap,Nonprofit Giving,civic,marketplace,Users do not trust whether a Nonprofit Giving seller or provider is real,74,79,86,80,64,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
nonprofit--fake_reviews,Nonprofit Giving,civic,trust,"Users cannot trust reviews, ratings, or testimonials in Nonprofit Giving",68,72,89,76,69,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
nonprofit--delivery_confusion,Nonprofit Giving,civic,operations,Users struggle to understand real delivery status in Nonprofit Giving,66,72,88,75,73,"Verified status feeds, exception alerts, and unified tracking UX."
nonprofit--refund_delay,Nonprofit Giving,civic,payments,Users cannot predict when Nonprofit Giving refunds will actually arrive,70,70,84,76,75,"Refund timelines, bank-status translation, and self-serve refund intelligence."
nonprofit--billing_confusion,Nonprofit Giving,civic,payments,"Users do not understand Nonprofit Giving charges, renewals, or fee structure",72,73,87,78,77,"Explainable billing, charge provenance, and proactive anomaly notices."
nonprofit--subscription_cancellation,Nonprofit Giving,civic,payments,Users cannot cancel or downgrade Nonprofit Giving subscriptions cleanly,66,69,82,72,70,"Transparent offboarding, downgrade alternatives, and friction analytics."
nonprofit--account_takeover,Nonprofit Giving,civic,identity,Users lose access to Nonprofit Giving accounts through takeover or session theft,82,90,76,84,67,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
nonprofit--password_reset_pain,Nonprofit Giving,civic,identity,Users hit dead ends in Nonprofit Giving password reset and recovery flows,64,72,85,74,72,"Adaptive recovery routing, identity proofing, and state-aware help flows."
nonprofit--otp_mfa_fatigue,Nonprofit Giving,civic,identity,Users in Nonprofit Giving face OTP and MFA fatigue without feeling truly protected,69,69,74,72,65,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
nonprofit--support_wait_time,Nonprofit Giving,civic,support,Users cannot reach useful human support quickly in Nonprofit Giving,71,71,90,78,78,"Intent-aware routing, better escalation triggers, and queue transparency."
nonprofit--self_service_failure,Nonprofit Giving,civic,support,Users try self-service in Nonprofit Giving but still end up stuck,67,71,91,77,83,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
nonprofit--ai_handoff_gap,Nonprofit Giving,civic,support,Users in Nonprofit Giving get trapped between AI help and human help,70,78,83,78,89,"Conversation memory, escalation contracts, and bot-to-human state transfer."
nonprofit--feedback_void,Nonprofit Giving,civic,support,Users report problems in Nonprofit Giving but feel nothing changes,60,65,78,68,68,Closed-loop feedback orchestration and action-trace dashboards.
nonprofit--privacy_transparency_gap,Nonprofit Giving,civic,privacy,Users do not understand how Nonprofit Giving uses personal data,65,62,80,71,69,"Plain-language data notices, purpose-level controls, and permission history."
nonprofit--onboarding_dropoff,Nonprofit Giving,civic,conversion,Users abandon Nonprofit Giving onboarding before seeing value,63,65,88,74,76,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
nonprofit--checkout_abandonment,Nonprofit Giving,civic,conversion,Users in Nonprofit Giving abandon checkout when trust or cost changes too late,68,72,86,78,74,"Transparent checkout, pre-verified totals, and trust-state messaging."
nonprofit--hidden_fees,Nonprofit Giving,civic,payments,Users discover hidden or confusing fees in Nonprofit Giving too late,66,71,79,73,68,"Price breakdowns, fee explainers, and cost-delta warnings."
